MACA2	MacLaren River at Denali Hwy
MACF1	St. Marys River near Macclenny
MACG1	Ocmulgee River at Macon
MACK1	Rattlesnake Creek (KS) near Macksville
MALF1	Chipola River at Marianna (US 90)
MALM8	Milk River at Malta
MANN7	Little River at Manchester
MAPI4	Maple River at Mapleton
MAQI4	Maquoketa River near Maquoketa
MARM4	Kalamazoo River at Marshall
MARN7	French Broad River near Marshall
MASM1	Aroostook River at Masardis
MASM1ME	
MATA2	Matanuska River at Old Glenn Hwy
MATM1	Mattawamkeag River at Mattawamkeag
MATM1ME	
MAWN4	Ramapo River at Mahwah
MAWN4RMP	
MAXP1	Monongahela River at Maxwell Lock and Dam
MAYM3	Assabet River at Maynard
MAYM3MER	
MAYM5	South Fork Crow River near Mayer
MBCT2	Beaver Creek (Llano River Basin) near Mason
MBFT2	Trinity River near Moss Bluff
MBGO1	Great Miami River below Miamisburg
MBGW2	Opequon Creek near Martinsburg
MBGW2OQN	
MBLC2	Yampa River near Maybell
MCAA2	Montana Creek at Mendenhall Loop Bridge
MCAW3	Menominee River near Mcallister
MCCO1	Muskingum River at McConnelsville Old Lock 7
MCDA2	Chena River near Chena Lakes
MCET2	
MCGI4	Mississippi River at McGregor
MCGL1	Atchafalaya River at Morgan City
MCGT2	Middle Bosque River near McGregor
MCHI4	Maquoketa River at Manchester Hwy 20
MCKG1	Muckalee Creek near Leesburg (SR 195)
MCKN1	Driftwood Creek near McCook
MCKN6	Moose River at McKeever
MCKN6GRL	
MCKN7	South Fork Yadkin River near Mocksville
MCKT2	East Fork Trinity River at McKinney
MCLM4	N. Br. Clinton River near Mount Clemens
MCLM6	Leaf River near McLain
MCLU1	McLeod Creek near Park City
MCMO3	South Yamhill River at McMinnville
MCNM6	Noxubee River at Macon
MCPN4	Pequannock River at Macopin
MCPN4PQK	
MCRI2	Wabash River at Mount Carmel
MCWI4	Winnebago River (Northern IA) at Mason City
MDAN8	Little Missouri River at Medora
MDCU1	
MDKK1	Ninnescah River near Murdock
MDLF1	North Fork Black Creek near Middleburg
MDNN8	Heart River near Mandan
MDST2	Bedias Creek near Madisonville
MDTO1	Great Miami River at Middletown
MDVG1	Ogeechee River at Midville
MDYM8	Muddy Creek at Vaughn
MEDP1	French Creek at Meadville
MELO1	Ohio River at Meldahl Dam
MEMT1	Mississippi River at Memphis
MENN8	Apple Creek (ND) near Menoken
MERM1	Sandy River (ME) at Mercer
MERM1ME	
MFDM1	Piscataquis River at Medford
MFDM1ME	
MFDO3	Bear Creek at Medford
MFDP1	Tioga River at Mansfield
MFDP1TGA	
MFKA2	Koyukuk River near Wiseman
MFTC1	Middle Fork Feather River near Portola
MFVK2	Green River (KY) at Munfordville
MGMA1	Alabama River at Montgomery
MGMO2	Salt Fork of the Red River at Mangum
MGYA1	Tallapoosa River at Tallapoosa Water Plant
MGYP1	Ohio River at Montgomery Lock and Dam
MHBC1	Cosumnes River at Michigan Bar
MHKK1	Kansas River at Manhattan
MHPP1	Susquehanna River at Meshoppen
MHPP1SUQ	
MHSA2	Tanana River at Manley Hot Springs
MHSN2	Marys River above Hot Springs Creek nr Deeth
MIAM7	Missouri River at Miami
MIAO1	Great Miami River at Miamitown
MICM8	Tongue River at Miles City
MICN1	North Platte River near Mitchell
MIDM4	Tittabawassee River at Midland
MIDP1	at Middletown
MIDS2	Bad River (SD) near Midland
MIEI3	White River (IN) at Muncie
MILA1	Tallapoosa River at Milstead
MILI2	Sugar Creek  (E-IL) at Milford
MILM8	Yellowstone River at Miles City
MILN4	Passaic River near Millington
MILN4PSC	
MILO1	Huron River at Milan
MILW2	Shenandoah River at Millville
MILW2SHN	
MILW3	Crawfish River at Milford
MINN8	Souris River at Minot 4NW
MION8	Souris River at Minot-Broadway Bridge
MIWI4	Iowa River at Marshalltown
MKBK2	Licking River at McKinneysburg
MKCF1	Myakka River (FL) at Myakka River State Park
MKGO2	Arkansas River near Muskogee
MKHF1	Manatee River (FL) at Myakka Head
MKLK2	Ohio River at Markland Lower
MKLM5	Snake River (09020309) above Warren - MN (Morekassel Bridge)
MKRN1	Republican River at McCook
MKSM6	Coldwater River at Marks
MLAN5	Black River other Malaga
MLAT2	Sabine River near Mineola
MLBA4	Mulberry River (AR) near Mulberry
MLGF1	Yellow River (AL) at Milligan
MLGG1	Oconee River at Milledgeville
MLGN5	Pecos River other Malaga
MLGO1	Little Miami River at Milford
MLII2	Rock River at Moline
MLIT2	Pecan Bayou near Mullin
MLKW1	Mill Creek (WA) near Walla Walla
MLNF1	Big Coldwater Creek near Milton
MLNO1	Tuscarawas River at Massillon
MLPK2	Ohio River at McAlpine Lower
MLRM8	Big Hole River near Melrose
MLRT2	Llano River near Mason
MLUK2	Ohio River at McAlpine Upper
MLUL1	Ouachita River at Monroe
MLVL1	Atchafalaya River at Melville
MMDN6	Genesee River at Mount Morris Dam
MNBA2	at Mendenhall Loop Bridge
MNDA2	Mendenhall Lake at Lake Level
MNEL1	Bayou Dorcheat at Dixie Inn
MNGI2	Fox River at Montgomery
MNGN8	Knife River (ND) at Manning
MNJA1	Cahaba River at Marion Junction
MNKM5	Minnesota River at Mankato
MNLM6	West Hobolochitto Creek near McNeill
MNRT2	San Saba River at Menard
MNSP1	Brodhead Creek at Minisink Hills
MNSP1BHD	
MNTG1	Flint River at Montezuma
MNTI2	Sangamon River at Monticello
MNTM3	Connecticut River at Montague
MNTM3CT	
MNTN1	North Platte River near Minatare
MNVN4	Raritan River at Manville
MNVN4RTN	
MOCG1	Middle Oconee River near Athens
MODS1	Stevens Creek near Modoc
MOFW2	South Fork South Branch Potomac River near SF Moorefield
MOFW2POT	
MOHN7	
MOLG1	Flint River near Molena
MOLI4	Chariton River near Moulton
MOMI2	Kankakee River at Momence
MONA2	Montana Creek at Parks Highway Bridge
MONL1	Tickfaw River at Montpelier
MONM4	River Raisin at Monroe City
MONN7	Deep River near Moncure
MONO1	St. Joseph River (OH/IN) at Montpelier
MONO3	North Fork John Day River near Monument
MONP1	Towanda Creek at Monroeton
MONP1TOW	
MONV1	Winooski River at Montpelier
MONV1LCH	
MOOV1	Mad River near Moretown
MOOV1LCH	
MORA4	Arkansas River at Morrilton
MORF1	Hillsborough River (FL) at Morris Bridge
MORI2	Illinois River at Morris
MORM4	Little Muskegon River at Morley
MORW2	Monongahela River at Morgantown Lock and Dam
MOSP1	Allegheny River at Mosgrove Lock and Dam
MOTM4	St. Joseph River (MI/IN) at Mottville
MOUW2	Ohio River at Moundsville
MPLN8	Maple River (09020205) near Mapleton South of I-94
MPLO3	Siuslaw River near Mapleton
MPLP1	Juniata River at Mapleton Depot
MPLP1JUN	
MPRM4	Pine River near Midland
MPSK1	Solomon River at Minneapolis
MPTA2	Trail River near Lawing
MPTM4	Chippewa River below Mt. Pleasant
MRAT2	Navidad River near Morales
MRCT2	Colorado River (TX) at Matagorda
MRDO1	Mad River near Dayton
MRLI4	Floyd River at Merrill
MRML1	Mermentau River at Mermentau
MRNC1	South Fork Eel River near Miranda
MRNN6	Esopus Creek at Mount Marion
MRNN6HUD	
MROI3	Mississinewa River at Marion
MROI4	Iowa River at Marengo
MROW1	Snohomish River near Monroe
MRPM4	Maple River at Maple Rapids
MRRC2	Bear Creek (CO) at Morrison
MRRM6	Pascagoula River at Merrill
MRTP1	Susquehanna River at Marietta
MRTP1SUQ	
MRYK1	Big Blue River at Marysville
MSBM8	Musselshell River near Mosby
MSCK1	Delaware River (KS) near Muscotah
MSCM5	Mississippi River at Minnesota City
MSHM5	Redwood River at Marshall
MSNA4	St. Francis River at Madison
MSPM5	Mississippi River at Fridley abv 37th Ave NE
MTAO1	Ohio River at Marietta Pumphouse
MTBT2	Nueces River at Mathis
MTCM4	Clinton River at Mount Clemens
MTCM6	Pearl River near Monticello
MTCV2	Appomattox River at Matoaca
MTCV2AMX	
MTGN4	Delaware River at Montague
MTGN4DEL	
MTHN8	Little Missouri River at Marmarth
MTLP1	Swatara Creek at Middletown
MTLP1SWT	
MTMP1	Delaware River at Matamoras/Port Jervis
MTMP1DEL	
MTNW3	Pecatonica River at Martintown
MTON8	Forest River at Minto
MTPT2	Tres Palacios River near Midfield
MTRK1	Smoky Hill River near Mentor
MTRN6	Esopus Creek at Cold Brook
MTRN6HUD	
MTSF1	Suwannee River at Manatee Springs
MTTL1	Whisky Chitto Creek near Mittie
MTVG1	Oconee River near Mount Vernon
MTVI3	Ohio River at Mount Vernon
MTVS2	Firesteel Creek near Mt. Vernon
MTXV2	Appomattox River at Mattoax
MTXV2AMX	
MTZI3	Wabash River at Montezuma
MULK1	Arkansas River near Mulvane
MURI2	Big Muddy River at Murphysboro
MUSI4	Mississippi River at Muscatine
MUSM8	Musselshell River at Musselshell
MUSW3	Wisconsin River at Muscoda
MVOM5	Minnesota River at Montevideo
MWCK1	Wildcat Creek at Manhattan Scenic Drive
MYFM4	Boardman River near Mayfield
MYNO3	North Fk Coquille River near Myrtle Point
MYPO3	South Fk Coquille River at Myrtle Point
MYRG1	Yellow River near Conyers below Milstead
MYVK2	Ohio River at Maysville
MYVM7	102 River at Maryville
NANM1	Carrabassett River at North Anson
NANM1ME	
NAPM7	Missouri River at Napoleon
NAPT2	Sulphur River near Naples
NAST1	Cumberland River at Nashville
NASW1	Naselle River near Naselle
NATP1	Allegheny River at Natrona Lock and Dam
NBAI2	North Branch Chicago River at Chicago Albany Ave
NBCT2	Comal River at New Braunfels
NBDN1	Platte River near North Bend
NBGI3	Ohio River at Newburgh Lock and Dam
NBLI3	White River (IN) at Noblesville
NBOI2	Mississippi River at New Boston
NBRM3	Blackstone River at Northbridge
NBRM3SNE	
NBRT2	Guadalupe River above Comal River at New Braunfels
NCAW3	Yellow River (WI) at Necedah
NCEN8	Pembina River at Neche
NCET2	East Fork San Jacinto River near New Caney
NCKN6	Hudson River at North Creek
NCKN6HUD	
NCMK1	Smoky Hill River near New Cambria
NCRG1	Chattahoochee River near Norcross
NCRK1	Sappa Creek near Norcatur
NCSP1	Shenango River at New Castle
NCST2	Neches River near Neches
NCTO1	Tuscarawas River at Newcomerstown
NCUW2	Ohio River at New Cumberland Lock and Dam
NDRI2	Du Page River near Plainfield
NEAO1	Licking River (OH) near Newark (Stadden Bridge)
NEBA2	Nabesna River at Northway Village
NEBN1	Missouri River at Nebraska City
NECL1	Boeuf River near Fort Necessity
NEIN6	Oneida Creek at Oneida
NEIN6GRL	
NEIW3	Black River (WI) at Neillsville
NEOK1	Neosho River at Neosho Rapids
NEPF1	St. Marks River near Newport on Old Magnolia Rd
NEPT1	Pigeon River at Newport
NEUU1	Uinta River near Neola
NEWA1	Choctawhatchee River near Newton (SR 134)
NEWG1	Flint River (GA) at Newton (SR 37)
NEWW1	Newaukum River near Chehalis
NEWW3	Wolf River (WI) at New London
NFFQ2	North Fork Flathead River at Canadian Border
NFKN1	Elkhorn River at Norfolk
NFSW4	North Fork Shoshone River at Wapiti
NGET2	Navasota River near Normangee
NGTC2	North Platte River near Northgate
NGTT2	Clear Fork Brazos River at Nugent
NHRI3	Wabash River at New Harmony
NHRI4	Beaver Creek (Northeast IA) at New Hartford
NHSO1	Nimishillen Creek at North Industry
NIAW3	Menominee River at Niagara
NILM4	St. Joseph River (MI/IN) at Niles
NINA2	Ninilchik River at Ninilchik Road Bridge
NINM1	St. John River at Nine Mile Bridge
NINM1ME	
NIRQ9	Nisling River below Onion Creek
NISW1	Nisqually River near National
NITW1	Similkameen River near Nighthawk
NKHO2	Little Washita River near Ninnekah
NKRN1	Maple Creek near Nickerson
NKSW1	Nooksack River at Ferndale
NLDM7	Salt River (MO) at New London
NLGL1	Tensas River near Newlight
NLIN1	Elkhorn River at Neligh
NLSK1	Solomon River at Niles
NMCI3	Eel River (IN) at North Manchester
NMDM7	Mississippi River at New Madrid
NMSO1	North Fork Licking River (OH) at Newark Main Street
NMSW3	Fox River near New Munster
NOCG1	North Oconee River at Athens
NOMT1	Obion River near Martin
NORI3	White River (IN) at 82nd Street Bridge near Nora
NORL1	Mississippi River at New Orleans
NPSN1	South Platte River at North Platte
NPTA4	White River at Newport
NPTC2	Arkansas River at Nepesta
NPTN1	North Platte River at North Platte
NPTP1	Juniata River at Newport
NPTP1JUN	
NRBL1	Natalbany River at Baptist
NRCO2	Canadian River at Norman
NRFM5	Cannon River at Northfield
NRKW1	Nooksack River at North Cedarvillle
NRSP1	Schuylkill River at Norristown
NRSP1SCH	
NRWI4	North River (Central IA) near Norwalk
NRWM3	Neponset River at Norwood
NRWM3SNE	
NRWN7	Rocky River NC near Norwood
NSBT2	Neches River at Saltwater Barrier
NSHM8	Milk River at Nashua
NSSW1	South Fork Nooksack River near Saxon Bridge
NSTN3	Connecticut River at North Stratford
NSTN3CT	
NTYV1	Missisquoi River at North Troy
NTYV1LCH	
NTZM6	Mississippi River at Natchez
NVDM7	Marmaton River near Nevada
NVLI3	St. Joseph River (OH/IN) at Newville
NVLW3	Rock River at Lake Koshkonong
NVRC1	Navarro River near Navarro
NVZM7	Chariton River near Novinger
NWBI3	White River (IN) at Newberry
NWCN6	Hudson River near Newcomb
NWCN6HUD	
NWPO1	Tuscarawas River at New Philadelphia
NWPT1	French Broad River near Newport
NWUM5	Cottonwood River (MN) at New Ulm
OACS2	White River (NE-SD) near Oacoma
OAKT1	Emory River at Oakdale
OAWU1	Weber River near Oakley
OBCL1	Calcasieu River near Oberlin
OBNK1	Sappa Creek near Oberlin
OBNT1	Obion River near Obion
OCLF1	Ochlockonee River near Smith Creek (CR 366)
OCNG1	Oconee River below Oconee
OCTW3	Oconto River near Oconto
ODAK2	South Fork Kentucky River at Oneida
OFAM6	Yockanookany River near Ofahoma
OFRP1	Lackawanna River at Old Forge
OFRP1LKW	
OKBO2	North Canadian River at Britton Road at Oklahoma City
OKDL1	Calcasieu River near Oakdale
OKFI2	Sangamon River near Oakford
OKVI4	Iowa River at Oakville
OKYK1	Smoky Hill River near Oakley
OLBO2	North Canadian River at NW10th Street at Oklahoma City
OLNN6	Allegheny River at Olean
OLPO1	Cuyahoga River at Old Portage
OLVL1	Comite River near Olive Branch
OLVM6	Coldwater River at Olive Branch
OMHN1	Missouri River at Omaha
OMNM7	Cuivre River at Old Monroe
ONDN6	Onondaga Creek near Nedrow
ONDN6GRL	
ONEO2	
OOAI4	South Skunk River near Oskaloosa
OPLP1	Youghiogheny River at Ohiopyle
ORAI3	Tippecanoe River near Ora
ORAM6	Escatawpa River above Orange Grove
ORBS1	N. Fork Edisto River at Orangeburg
ORFI1	Clearwater River at Orofino
ORIC1	Redwood Creek near Orick
ORIW4	North Platte River near Orin
ORNN1	Republican River near Orleans
ORNT2	Sabine River at Orange
ORTW1	Puyallup River near Orting
OSBK1	S F Solomon River near Osborne
OSGI4	
OSLM5	Red River of the North at Oslo
OSMK1	Marais Des Cygnes River at Osawatomie
OSWK1	Neosho River at Oswego
OSYM6	Tangipahoa River at Osyka
OTMI4	Des Moines River at Ottumwa
OTTM7	Lamine River near Otterville
OTTO1	Blanchard River at Ottawa
OTWI2	Illinois River at Ottawa
OTWK1	Marais Des Cygnes River at Ottawa
OVTN1	Platte River near Overton
OWBK2	Ohio River at Owensboro
OWGN6	Susquehanna River at Owego
OWGN6SUQ	
OWOM4	Shiawassee River at Owosso
OWSN6	Owasco Lake near Auburn
OWSO2	Bird Creek near Owasso
OXDM6	Yocona River near Oxford
OXFK1	Arkansas River at Oxford
OZGA4	Arkansas River at Ozark L/D Tailwater
PACW1	Cowlitz River at Packwood
PACW4	Pacific Creek near Moran
PADP1	Schuylkill River at Philadelphia
PADP1SCH	
PAHK2	Ohio River at Paducah
PALM7	North River (MO) at Palmyra
PALN1	Frenchman Creek (NE) at Palisade
PALN2	Humboldt River at Palisade
PANO2	Poteau River near Panama
PARP1	Allegheny River at Parker
PARW2	Ohio River at Parkersburg
PASN1	Stinking Water Creek at Palisade
PASV1	Passumpsic River at Passumpsic
PASV1CT	
PATM7	Grand River near Pattonsburg
PATW1	Methow River near Pateros
PAWO2	Black Bear Creek at Pawnee
PAWW2	Potomac River at Paw Paw
PAWW2POT	
PAZM7	St. Francis River at Patterson
PBFA4	Arkansas River at Pine Bluff
PBGN6	Saranac River at Plattsburgh
PBGN6LCH	
PBNN8	Red River of the North at Pembina
PCEV2	Dan River at Paces
PCFM7	Meramec River near Pacific
PCNW3	Fox River (North) at Princeton
PDAC2	Arkansas River at Pueblo Dam
PDAT2	Pecos River at Pandale Crossing
PDES1	Pee Dee River at Pee Dee
PDLC2	Arkansas River at Parkdale
PDTO3	Umatilla River at Pendleton
PEBN4	North Branch Rancocas Creek at Pemberton
PEBN4RNC	
PECK1	Ninnescah River near Peck
PEKT2	
PERL1	Pearl River near Pearl River
PERO1	East Fork Little Miami River at Perintown
PESW1	Wenatchee River at Peshastin
PETI2	Sangamon River at Petersburg
PETW2	South Branch Potomac River near Petersburg
PETW2POT	
PFAA4	Arkansas River at Pendleton
PGEN8	Pipestem Creek near Pingree
PGFM6	Pascagoula River at Graham Ferry
PGMC2	Purgatoire River at Madrid
PGRC2	Purgatoire River below Trinidad Lake
PGVN7	Tar River at Greenville
PHIO3	Marys River near Philomath
PHIW2	Tygart Valley River at Philippi
PIAI2	Illinois River at Peoria
PICT2	Cowhouse Creek near Pidcoke
PIDC2	
PIHI1	Portneuf River at Pocatello
PINF1	Withlacoochee River near Pinetta (CR 150)
PINN4	Passaic River at Pine Brook
PINN4PSC	
PINW2	Guyandotte River at Pineville
PIQO1	Great Miami River at Piqua
PITM1	Sebasticook River at Pittsfield
PITM1ME	
PITW1	Klickitat River near Pitt
PKMK2	Elkhorn Creek at Peaks Mill
PKRS2	Vermillion River near Parker
PKTO1	Scioto River at Piketon
PKYK2	Levisa Fork at Pikeville
PLAM6	Pearl River near Philadelphia/at Burnside
PLCM7	Platte River near Platte City
PLGA4	L'Anguille River at Palestine
PLGN1	Elkhorn River at Pilger
PLKT1	Richland Creek near Pulaski
PLMF1	Fisheating Creek at Palmdale
PLMI2	Big Muddy River at Plumfield
PLMN3	Pemigewasset River at Plymouth
PLMN3MER	
PLNS2	Cheyenne River near Plainview
PLOI1	Palouse River near Potlatch
PLOT2	Brazos River near Palo Pinto
PLRM8	Poplar River near Poplar
PLVO2	Washita River near Pauls Valley
PLYK1	Cottonwood River near Plymouth
PMKM8	Pumpkin Creek near Miles City
PMRP1	Monongahela River at Point Marion Lock and Dam
PMZM7	Middle Fork Salt River near Holliday
PNCM5	Snake River (MN) near Pine City
PNCP1	Penns Creek at Penns Creek
PNCP1PNC	
PNFG1	Oconee River near Penfield
PNNC2	Fountain Creek at Pinon
PNTI2	Vermilion River (N-IL) at Pontiac
PNTI3	Patoka River at Princeton
PNVO1	Grand River at Painesville
PNXP1	Mahoning Creek at Punxsutawney
POBM8	
POCA4	Black River at Pocahontas
POET2	West Fork San Jacinto River near Porter
POHC1	Merced River at Pohono Bridge
POPW2	Ohio River at Point Pleasant
PORM2	Potomac River at Point of Rocks
PORM2POT	
PORM4	Grand River at Portland
PORO1	Ohio River at Portsmouth
PORT1	Red River near Port Royal
PORW3	Wisconsin River at Portage
POUC2	Cache La Poudre River (CO) at Fort Collins
POWO1	Ohio River at Powhatan Point
PPBM7	Black River at Poplar Bluff
PPFK1	Neosho River near Parsons
PPPN4	Pompton River at Pompton Plains
PPPN4PTN	
PPTN4	Ramapo River at Pompton Lakes
PPTN4RMP	
PPTT2	Buffalo Bayou at Piney Point Village
PRAI2	Illinois River at Peoria Lock and Dam
PRBC1	Salinas River at Paso Robles
PRCM8	Prospect Creek at Thompson Falls
PRCN1	North Fork Elkhorn River near Pierce
PRCO2	Canadian River at Purcell
PRDK2	Green River (KY) at Paradise
PRGO1	Scioto River at Prospect
PRIM7	Chariton River near Prairie Hill
PRKO2	Cimarron River near Perkins
PRKT2	Concho River at Paint Rock
PRLI1	South Fork Payette River at Lowman
PRMI4	South Fork Chariton River near Promise City
PROI4	North Raccoon River (IA) near Perry
PRSG1	Kinchafoonee Creek at Preston (SR 41)
PRTC2	Arkansas River at Portland
PRTN6	Genesee River at Portageville
PRTN6GRL	
PRUI3	Wabash River at Peru
PRXQ9	Pelly River at Pelly Crossing
PRYI2	Kishwaukee River near Perryville
PRZU1	Little Bear River at Paradise
PSBC2	Piney River (CO) near State Bridge
PSGI4	Soldier River at Pisgah
PSNW2	Cheat River at Parsons
PSPC2	San Juan River at Pagosa Springs
PSPT1	Elk River near Prospect
PSTK2	Levisa Fork at Prestonsburg
PTAO2	Poteau River near Poteau
PTET2	
PTIK1	N F Solomon River at Portis
PTNP1	Schuylkill River at Pottstown
PTNP1SCH	
PTRC2	Purgatoire River at Trinidad
PTRI3	White River (IN) at Petersburg
PTRN3	Contoocook River at Peterborough
PTRN3MER	
PTTA4	Cache River at Patterson
PTTP1	Ohio River at Pittsburgh
PTVK2	Levisa Fork at Paintsville
PTVN6	Schoharie Creek at Prattsville
PTVN6HUD	
PUEN5	Pecos River below Puerto De Luna
PULW1	South Fork Palouse River at Pullman
PUTC3	Quinebaug River at Putnam
PUTC3SNE	
PVLK2	Cumberland River at Pineville
PVLL1	Amite River at Port Vincent
PVRS2	Little Minnesota River near Peever
PXCK1	Mill Creek (PXCK1) at Paxico
PYAV2	Rivanna River at Palmyra
PYAV2RVN	
PYMI3	Yellow River at Plymouth
QLAT2	South Fork Sabine River near Quinlan
QLDI2	Mississippi River at Quincy Lock and Dam 21
QNMK1	Marais Des Cygnes River near Quenemo
QTMT2	Lake Fork Creek near Quitman
QUAO2	Spring River near Quapaw
QUSW2	Elk River at Queen Shoals
QUTG1	Withlacoochee River near Quitman (US 84)
RABI2	Rock River at Rockford
RACW2	Ohio River at Racine Lock
RACW3	Root River at Racine
RAMO2	Caney River near Ramona
RAPI4	Rock River at Rock Rapids
RAPN6	Tonawanda Creek at Rapids
RAPN6GRL	
RASO1	
RATM6	Pearl River at Ratliff&#039;s Ferry
RAVK2	Kentucky River near Ravenna
RAWV2	Nottoway River near Rawlings
RAWW1	Cowlitz River at Randle
RAYW3	Root River Canal near Raymond
RBCU1	
RBFN5	Pecos River other Malaga
RBXM7	Roubidoux Creek near Waynesville
RCCM8	Rock Creek near Clinton
RCET2	Chambers Creek near Rice
RCHK2	Green River (KY) at Rochester
RCHM5	South Fork Zumbro River at Rochester
RCKI2	Mississippi River at Rock Island
RCKN6	Unadilla River at Rockdale
RCKN6UNA	
RCMM4	Kalamazoo River near New Richmond
RCNK1	Walnut Creek (KS) at Nekoma
RCYC2	Crystal River near Redstone
RDBG1	Coosawattee River near Redbud
RDBN5	Delaware River (NM) other Red Bluff
RDFV2	New River at Radford
RDNK1	Marais Des Cygnes River near Reading
RDOI4	East Nishnabotna River at Red Oak
RDOM4	Au Sable River near Red Oak
RDPI4	West Nishnabotna River near Randolph
RDPK1	Fancy Creek at Randolph
RDRC1	Carmel River at Robles Del Rio
RDRP1	Schuylkill River at Reading
RDRP1SCH	
RDWM5	Mississippi River at Red Wing Lock and Dam #3 - Tailwater
RDYP1	Clarion River at Ridgway
REAW3	Kickapoo River at Readstown
REDG1	Ohoopee River near Reidsville
REDI4	South Raccoon River (IA) at Redfield
REDM5	Mississippi River at Red Wing
REGN8	Cannonball River at Regent
RELT2	Colorado River (TX) at Robert Lee
RENV2	Rappahannock River at Remington
RENV2RAP	
RERC2	Eagle River (CO) at Redcliff
RESA2	Resurrection River at Exit Glacier Bridge
RFDG1	Ogeechee River near Rocky Ford
RFDO1	St. Marys River at Rockford
RFDS2	James River near Redfield
RGLN4	Delaware River at Riegelsville
RGLN4DEL	
RHLL1	Little River of Louisiana near Rochelle
RHRN6	Genesee River at Rochester
RHRN6GRL	
RICM7	Crooked River near Richmond
RIFM7	Gasconade River near Rich Fountain
RIGA4	Right Hand Chute Little River at Rivervale
RIGI1	Little Salmon River at Riggins
RIPI2	La Moine River at Ripley
RIPO2	Cimarron River near Ripley
RIVN1	Wood River near Riverdale
RKDT2	
RKFM5	Crow River at Rockford
RKGV1	Williams River near Rockingham
RKGV1CT	
RKLM4	Ontonagon River near Rockland
RKVI4	Rock River at Rock Valley
RKYN7	
RLGN8	Cedar Creek (ND) near Raleigh
RLRT2	Little River near Rockdale
RLRV2	Clinch River near Richlands
RLSO2	Arkansas River at Ralston
RLTT1	Hatchie River at Rialto
RMDV2	James River (VA) at Richmond-Westham
RMDV2JMS	
RMEN6	
RMEN6HUD	
RMFM1	Androscoggin River at Rumford
RMFM1ME	
RMOT2	Brazos River at Richmond
RMRP1	Allegheny River at Rimer Lock and Dam
RMYT2	Trinity River near Romayor
RNDO2	Deep Red Creek near Randlett
RNDV2	Roanoke River at Randolph
RNOO1	Ohio River at Willow Island Lock
RNTM6	Tallahala Creek near Runnelstown
ROBL1	Tangipahoa River at Robert
ROCM4	Rogue River at Rockford
ROCM6	Pearl River at Rockport
ROCN1	Salt Creek at Roca
ROEG1	Etowah River at Rome GA 1 Loop
ROKI2	Rock River at Rockton
ROKN7	Tar River at NC97 In Rocky Mount
ROKT2	Neches River at Rockland
RONV2	Roanoke River at Walnut Avenue
ROOI3	St. Joseph River (OH/IN) near St. Joe (Ft. Wayne)
ROSM5	Roseau River at Roseau
ROSN6	Rondout Creek at Rosendale
ROSN6HUD	
ROST1	Wolf River at Rossville
ROST2	Brazos River near Rosharon
ROTW3	Wisconsin River at Rothschild
ROUN6	Lake Champlain at Rouses Point
ROUN6LCH	
ROVP1	West Branch Susquehanna River at Renovo
ROVP1WBS	
ROWI4	Iowa River near Rowan
ROWW2	Cheat River at Rowlesburg
ROXM1	Swift River at Roxbury
ROXM1ME	
ROYT2	Clear Fork Brazos River near Roby
ROYW3	Little Wolf River at Royalton
RPIL1	Bayou Anacoco near Rosepine
RRDN7	Roanoke River at Roanoke Rapids
RRLL1	Mississippi River at Red River Landing
